"","Neighborhood","Cluster","Address","Reposting.ID","Description","Price","Bedrooms","Square.Footage","Link","ID","City"
"723","North Philadelphia",2,"(1439 Brown St.)",5508368502,"3 Bedroom Newly Renovated Bi-Level","$1,799 ",3,NA,"/apa/5525818873.html",5525818873,"Philadelphia"
"724","North Philadelphia",2,"(Victorian Germantown)",NA,"Spacious 1BR in converted house; heat, gas, water, parking included","$825 ",1,650,"/apa/5540711072.html",5540711072,"Philadelphia"
"725","North Philadelphia",2,"(North Philadelphia)",5165270429,"Parking Space","$1,850 ",4,NA,"/apa/5532157023.html",5532157023,"Philadelphia"
"726","North Philadelphia",2,"(Temple University)",5415717068,"6Bdr/3Bath affordable new construction for Temple students","$3,000 ",6,NA,"/apa/5540849864.html",5540849864,"Philadelphia"
"727","North Philadelphia",2,"(923 CORINTHIAN> ART MUSEUM> FAIRMOUNT)",NA,"923 Corinthian Ave- Bright Beautiful and Clean Apt in Museum Area","$1,125 ",1,NA,"/apa/5541687170.html",5541687170,"Philadelphia"
"728","North Philadelphia",2,"(Temple University)",NA,"Huntingdon & Glenwood Housing Available May 1st!","$750 ",2,NA,"/apa/5538824896.html",5538824896,"Philadelphia"
"729","North Philadelphia",2,"(Temple University)",5418546812,"17th & Oxford ! Prime Location for Temple Students! Fall 2016!","$1,200 ",2,NA,"/apa/5537558762.html",5537558762,"Philadelphia"
"730","North Philadelphia",2,"(315 N. 12th Street)",NA,"DO NOT RENT HERE. YOU'LL NEVER WANT TO LEAVE. 1 Month Rent Free!","$2,985 ",2,1100,"/apa/5541143454.html",5541143454,"Philadelphia"
"731","North Philadelphia",2,"(Temple University)",NA,"Student Apt Avail at 18th & Berks - Great Location Close to Campus","$2,000 ",4,NA,"/apa/5541296128.html",5541296128,"Philadelphia"
"732","North Philadelphia",2,"(1440 Mt. Vernon St)",5462616552,"5th Flr-SPACIOUS-Newly Renovated-Available March!","$1,590 ",1,888,"/apa/5540754633.html",5540754633,"Philadelphia"
"733","North Philadelphia",2,"(2201 Pennsylvania Ave.)",5411708618,"5th Flr-Available July 8th! H/W Flrs & Faces North!","$1,345 ",1,700,"/apa/5540753694.html",5540753694,"Philadelphia"
"734","North Philadelphia",2,"(Temple University)",NA,"Temple University Student housing. 4bd/2ba.","$2,200 ",4,NA,"/apa/5534623608.html",5534623608,"Philadelphia"
"735","North Philadelphia",2,"(Temple University)",5428924507,"18th & Montgomery! Fall 2016 Semester! Student Housing!","$1,650 ",3,NA,"/apa/5524751941.html",5524751941,"Philadelphia"
"736","North Philadelphia",2,"(Temple University)",5428986806,"17th & Oxford! Prime Temple Block Fall Student Housing 2016!","$2,000 ",4,NA,"/apa/5524749443.html",5524749443,"Philadelphia"
"737","North Philadelphia",2,"(Temple University)",5432229437,"16th & Norris! Fall Student Housing 2016!","$1,000 ",2,NA,"/apa/5534489302.html",5534489302,"Philadelphia"
"738","North Philadelphia",2,"(2338 N Broad St)",NA,"3 bed 2 bath bi-level broad St TEMPLE","$1,000 ",3,1200,"/apa/5501301566.html",5501301566,"Philadelphia"
"739","North Philadelphia",2,"(1609 Mount Vernon Street)",5023715543,"Beautiful One Bedroom in Art Museum Area (1609 Mt. Vernon St)","$1,250 ",1,NA,"/apa/5541087144.html",5541087144,"Philadelphia"
"740","North Philadelphia",2,"(Temple University)",5389306642,"17th & Oxford Student Fall Housing 2016","$2,000 ",4,NA,"/apa/5531342792.html",5531342792,"Philadelphia"
"741","North Philadelphia",2,"(1439 Brown St.)",5508368502,"3 Bedroom Newly Renovated Bi-Level","$1,799 ",3,NA,"/apa/5527435338.html",5527435338,"Philadelphia"
"742","North Philadelphia",2,"(Hamilton)",NA,"3 Bathrooms - 4 Bedrooms Custom Built and One Year New, this spacious","$760 ",4,2512,"/apa/5520848122.html",5520848122,"Philadelphia"
"743","North Philadelphia",2,"(Temple University)",5432229437,"16th & Norris! Fall Student Housing 2016!","$1,000 ",2,NA,"/apa/5531332709.html",5531332709,"Philadelphia"
"744","North Philadelphia",2,"(Park Towne Place)",5135618634,"Brand new pent house apartment with 1 month free!","$4,099 ",2,1031,"/apa/5506226444.html",5506226444,"Philadelphia"
"745","North Philadelphia",2,"(413-2A)",5440250128,"Strafford Station Apartments 2 bedroom","$1,500 ",2,900,"/apa/5540686300.html",5540686300,"Philadelphia"
"746","North Philadelphia",2,"(FishtownGirard Avenue)",5529461883,"Gigantic New Construction Modern 2br/1ba whighend finishes and yard","$1,850 ",2,NA,"/apa/5540719893.html",5540719893,"Philadelphia"
"747","North Philadelphia",2,"(1609 Mount Vernon Street)",5023715543,"Beautiful One Bedroom in Art Museum Area (1609 Mt. Vernon St)","$1,250 ",1,NA,"/apa/5541090494.html",5541090494,"Philadelphia"
"748","North Philadelphia",2,"(317 Vine St)",NA,"Completely Renovated Bilevel Apartment at York Square with 2 Terraces","$2,900 ",2,NA,"/apa/5515465941.html",5515465941,"Philadelphia"
"749","North Philadelphia",2,"(230 N. Columbus Blvd)",5504098590,"Nothing beats a CORNER UNIT! Waterfront wBREATHTAKING VIEW!!","$2,250 ",1,900,"/apa/5541822090.html",5541822090,"Philadelphia"
"750","North Philadelphia",2,"(315 New St)",NA,"Gorgeous Light Filled Corner Unit with Two Beds","$2,500 ",2,NA,"/apa/5515405850.html",5515405850,"Philadelphia"
"751","North Philadelphia",2,"(1433 POPLAR ST)",4602520372,"BEAUTIFUL TWO BEDROOM APARTMENT FOR RENT!!!!","$950 ",2,1000,"/apa/5536875367.html",5536875367,"Philadelphia"
"752","North Philadelphia",2," (1124 N American St Unit #1, Philadelphia, PA 19123)",NA,"Ultra Mordern + 2 CAR PRIVATE PARKING - AMERICAN & GEORGE ST - June 1","$3,200 ",3,2500,"/apa/5541049156.html",5541049156,"Philadelphia"
"753","North Philadelphia",2,"(1440 Mt. Vernon St)",5462616552,"5th Flr-SPACIOUS-Newly Renovated-Available March!","$1,590 ",1,888,"/apa/5540737746.html",5540737746,"Philadelphia"
"754","North Philadelphia",2,"(N17th St @ Cecil B Moore Ave)",5016895855,"Temple U. Student Housing 3BR/2BA2 Blocks From Campus","$1,650 ",3,1750,"/apa/5497418849.html",5497418849,"Philadelphia"
"755","North Philadelphia",2,"(1151 N. 3rd st)",5244755076,"Updated 2 BR in Northern Liberties. NEW gym!!! Shared roof deck :)","$1,900 ",2,NA,"/apa/5541341543.html",5541341543,"Philadelphia"
"756","North Philadelphia",2,"(Temple University)",NA,"18th & Huntingdon ! Student or Family Housing Available May 1st!","$750 ",2,NA,"/apa/5538815034.html",5538815034,"Philadelphia"
"757","North Philadelphia",2,"(Fishtown/2513 Tulip st)",NA,"Newly renovated 1BR unit available NOW in Fishtown","$1,200 ",1,NA,"/apa/5502968460.html",5502968460,"Philadelphia"
"758","North Philadelphia",2,"(230 N Columbus)",5505969155,"Fab New Waterfront Apartments! Summer Move Ins!","$1,895 ",1,NA,"/apa/5541214923.html",5541214923,"Philadelphia"
"759","North Philadelphia",2,"(Temple University)",5395878491,"New construction BEST location for Temple University Students","$700 ",1,NA,"/apa/5537194620.html",5537194620,"Philadelphia"
"760","North Philadelphia",2,"(Temple University)",NA,"Available Fall Semester: 4BR 2BA in Temple University","$1,895 ",4,NA,"/apa/5515203927.html",5515203927,"Philadelphia"
"761","North Philadelphia",2,"(Temple University)",NA,"Available August: Spacious and close to Campus, Temple University","$1,350 ",3,NA,"/apa/5515203287.html",5515203287,"Philadelphia"
"762","North Philadelphia",2,"(Temple University)",5432278131,"17th & Edgley! Fall 2016/2017 Student Housing!","$2,250 ",5,NA,"/apa/5524752591.html",5524752591,"Philadelphia"
"763","North Philadelphia",2,"(Queens Village)",NA,"OPEN HOUSE! COME SEE OUR LUXURY TOWNHOMES!","$2,850 ",3,3000,"/apa/5540946716.html",5540946716,"Philadelphia"
"764","North Philadelphia",2,"(temple university)",4901493801,"1 Bedroom left 2 Bathrooms newly renovated available August 1st 2016!","$375 ",1,1900,"/apa/5498696002.html",5498696002,"Philadelphia"
"765","North Philadelphia",2,"(2005 N. 16th St.)",5115280389,"Temple U. 2BR/1BA Apt GREAT LOCATION at 16TH & NORRIS","$1,000 ",2,NA,"/apa/5507885765.html",5507885765,"Philadelphia"
"766","North Philadelphia",2,"(Temple University)",NA,"Temple University Student housing. 4bd/2ba","$2,000 ",4,NA,"/apa/5512154494.html",5512154494,"Philadelphia"
"767","North Philadelphia",2,"(N17th St @ Cecil B Moore Ave)",5016895855,"Temple U. Student Housing 3BR/2BA2 Blocks From Campus","$1,650 ",3,1750,"/apa/5495900494.html",5495900494,"Philadelphia"
"768","North Philadelphia",2,"(Hatfield)",5411593276,"Well maintained apartment in very convenient location","$725 ",1,NA,"/apa/5524289464.html",5524289464,"Philadelphia"
"769","North Philadelphia",2,"(Trenton)",NA,"2 Bathrooms - 2 Bedrooms Triple view sliding glass door to the","$454 ",2,1012,"/apa/5514724186.html",5514724186,"Philadelphia"
"770","North Philadelphia",2,"(230 N. Columbus Blvd)",5527694010,"INCREDIBLE VIEWS!! Water front living with 1 MONTH FREE!!","$1,965 ",1,720,"/apa/5540877011.html",5540877011,"Philadelphia"
"771","North Philadelphia",2,"(419 Brown Street)",NA,"Bright & Sunny Corner Townhouse in N. Libs","$2,125 ",3,1215,"/apa/5506639144.html",5506639144,"Philadelphia"
"772","North Philadelphia",2,"(N17th St @ Cecil B Moore Ave)",5016895855,"Temple U. Student Housing 3BR/2BA2 Blocks From Campus","$1,650 ",3,1750,"/apa/5498140999.html",5498140999,"Philadelphia"
"773","North Philadelphia",2,"(1504 N 18th St)",4883965881,"4 Bathroom Furnished Temple University w TV and WIFI","$2,000 ",4,1200,"/apa/5541574366.html",5541574366,"Philadelphia"
"774","North Philadelphia",2,"(7th & Fairmount)",NA,"North Lib-2br condo-h/w flrs, 1 car parking, heat/hot water included!","$1,195 ",2,NA,"/apa/5511812495.html",5511812495,"Philadelphia"
"775","North Philadelphia",2,"(Temple University)",NA,"Apartment for Temple students. 19121","$2,200 ",4,NA,"/apa/5533842833.html",5533842833,"Philadelphia"
"776","North Philadelphia",2,"(Temple University)",5445188020,"Broad & Dauphin! August 1st Available Student Housing!","$1,000 ",2,NA,"/apa/5531375869.html",5531375869,"Philadelphia"
"777","North Philadelphia",2,"(North Broad)",NA,"Adorable 2BD/2BA, Updated Kitchen, Hardwoods, Laundry - June Move In!","$1,550 ",2,NA,"/apa/5540719528.html",5540719528,"Philadelphia"
"778","North Philadelphia",2,"(North Philadelphia)",5491269128,"Newly Renovated 3 br 2 Ba~GORGEOUS HARDWOODS~Close to all you want","$1,100 ",3,NA,"/apa/5524298436.html",5524298436,"Philadelphia"
"779","North Philadelphia",2,"(1439 Brown St.)",5508368502,"3 Bedroom Newly Renovated Bi-Level","$1,799 ",3,NA,"/apa/5525819452.html",5525819452,"Philadelphia"
"780","North Philadelphia",2,"(temple university)",4901493801,"1 Bedroom left 2 Bathrooms newly renovated available August 1st 2016!","$375 ",1,1900,"/apa/5498695146.html",5498695146,"Philadelphia"
"781","North Philadelphia",2,"(Queens Village)",NA,"LUXURY TOWNHOME OPEN HOUSE!!","$2,850 ",3,3000,"/apa/5540931171.html",5540931171,"Philadelphia"
"782","North Philadelphia",2,"(Old City3rd and Vine)",NA,"Huge 2BR/1BA in prime old City Location with Center City views.","$2,300 ",2,1600,"/apa/5533844155.html",5533844155,"Philadelphia"
"783","North Philadelphia",2,"(Norris and Gaul)",NA,"Updated house in the Heart of Fishtown. Large Bedrooms.","$1,700 ",3,1200,"/apa/5502392914.html",5502392914,"Philadelphia"
"784","North Philadelphia",2,"(Temple University)",5432254499,"19th & Cecil B Moore! Fall Student Housing 2016!","$1,900 ",4,NA,"/apa/5524753280.html",5524753280,"Philadelphia"
"785","North Philadelphia",2,"(13XX Newkirk Street)",5533588014,"Brand new 2 bedroom home for rent!!!","$800 ",2,NA,"/apa/5536949534.html",5536949534,"Philadelphia"
"786","North Philadelphia",2,"(Huntington Park)",5496217776,"Newly Renovated....Will NOT last long! If interested, call ASAP!!","$1,100 ",3,NA,"/apa/5524300144.html",5524300144,"Philadelphia"
"787","North Philadelphia",2,"(225 Green St.)",NA,"Northern Liberties, Bilevel, Backyard","$1,400 ",2,1400,"/apa/5494814670.html",5494814670,"Philadelphia"
"788","North Philadelphia",2,"(Temple University)",4812230617,"Amazing new construction 1 block to Temple U","$3,000 ",6,NA,"/apa/5541121053.html",5541121053,"Philadelphia"
"789","North Philadelphia",2,"(N17th St @ Cecil B Moore Ave)",5016895855,"Temple U. Student Housing 3BR/2BA2 Blocks From Campus","$1,650 ",3,1750,"/apa/5496120507.html",5496120507,"Philadelphia"
"790","North Philadelphia",2,"(2737 W. Girard)",NA,"GREAT MODERN TWO BEDROOM W 2.5 BATHROOM APARTMENT IN BREWERYTOWN!","$1,200 ",2,NA,"/apa/5519805438.html",5519805438,"Philadelphia"
"791","North Philadelphia",2,"(Broad and Spring Garden)",NA,"BROAD and SPRING GARDEN ~*~ 2Br Apt ~*~","$1,495 ",2,900,"/apa/5519821015.html",5519821015,"Philadelphia"
"792","North Philadelphia",2,"(Temple University)",5432229437,"16th & Norris! Fall Student Housing 2016!","$1,000 ",2,NA,"/apa/5538670115.html",5538670115,"Philadelphia"
"793","North Philadelphia",2,"(N17th St @ Cecil B Moore Ave)",5016895855,"Temple U. Student Housing 3BR/2BA2 Blocks From Campus","$1,650 ",3,1750,"/apa/5504754111.html",5504754111,"Philadelphia"
"794","Northeast Philadelphia",7,"(Northeast)",4836346223,"Welcome to Spring, Prosperity we bring, in our Stunning 1 BR Call Now","$750 ",1,1200,"/apa/5541149899.html",5541149899,"Philadelphia"
"795","Northeast Philadelphia",7,"(HOLME Circle)",NA,"Gorgeous Three bedroom single","$1,000 ",3,NA,"/apa/5540844176.html",5540844176,"Philadelphia"
"796","Northeast Philadelphia",7,"(Northeast)",4838272525,"Roses & Flowers R growing, A stunning Studio we R showing, in the NE","$650 ",1,800,"/apa/5519065144.html",5519065144,"Philadelphia"
"797","Northeast Philadelphia",7,"(Northeast)",4767103397,"""ROCK N ROLL"" INTO OUR 1 BR ""PALACE"" GRAB IT call now you wont regret","$750 ",1,1300,"/apa/5540839990.html",5540839990,"Philadelphia"
"798","Northeast Philadelphia",7," (Glen Mills, PA)",NA,"Spacious Luxury 2 Bed 2 Bath with Balcony Apartment Home","$2,001 ",2,1095,"/apa/5541849717.html",5541849717,"Philadelphia"
"799","Northeast Philadelphia",7,"(Glen Mills)",NA,"****BEAUTIFUL 2 BED APARTMENT AVAILABLE NOW****","$1,540 ",2,NA,"/apa/5541080834.html",5541080834,"Philadelphia"
"800","Northeast Philadelphia",7,"(NE PHILADELPHIA)",NA,"LGE SPACIOUS DUPLEX BUSTLETON COTTMAN AREA","$1,000 ",2,1240,"/apa/5526291711.html",5526291711,"Philadelphia"
"801","Northeast Philadelphia",7,"(Jackson)",NA,"3 Bathrooms - 3 Bedrooms footage many years ago makes the space much","$578 ",3,1732,"/apa/5502504039.html",5502504039,"Philadelphia"
"802","Northeast Philadelphia",7,"(NE Philadelphia)",NA,"Fall In Love With This Stunning One Bedroom Home","$1,010 ",1,800,"/apa/5540776224.html",5540776224,"Philadelphia"
"803","Northeast Philadelphia",7,"(9416 Ashton ave)",NA,"2 Bed room apartment","$850 ",2,NA,"/apa/5509945189.html",5509945189,"Philadelphia"
"804","Northeast Philadelphia",7,"(Aston)",NA,"Fantastic Four Bedroom House Near High School","$2,495 ",4,NA,"/apa/5541509475.html",5541509475,"Philadelphia"
"805","Northeast Philadelphia",7,"(Rhawn and torresdale)",5467260851,"Luxury apt for rent,gated community,pool,tennis court,private parking","$795 ",1,750,"/apa/5541762091.html",5541762091,"Philadelphia"
"806","Northeast Philadelphia",7,"(Northeast Philadelphia)",NA,"Affordable 2 bedroom apartment! Credit issues ok!","$700 ",2,NA,"/apa/5540753363.html",5540753363,"Philadelphia"
"807","Northeast Philadelphia",7,"(2037 Beyer)",5439281940,"3 bed 1 bath in NE Philly!","$900 ",3,900,"/apa/5540898600.html",5540898600,"Philadelphia"
"808","Northeast Philadelphia",7,"(Jackson)",NA,"1 Bathroom - 2 Bedrooms The back door leads out to an expansive yard","$487 ",2,780,"/apa/5527552133.html",5527552133,"Philadelphia"
"809","Northeast Philadelphia",7,"(Philadelphia 19154)",NA,"Charming 3 Br 2 Ba Condo Available Now!","$1,300 ",3,1708,"/apa/5496435195.html",5496435195,"Philadelphia"
"810","Northeast Philadelphia",7,"(Delaire Landing)",5359021321,"UPGRADED 2BDRM CONDO DELAIRE LANDING, close to I-95 & Center City POOL","$1,200 ",2,1100,"/apa/5531278995.html",5531278995,"Philadelphia"
"811","Northeast Philadelphia",7," (Glen Mills, Pa)",NA,"Brand New 2 Bed 2 Bath Near Wilmington DE","$1,943 ",2,1079,"/apa/5540779076.html",5540779076,"Philadelphia"
"812","Northeast Philadelphia",7,"(2134 Anchor St)",4444526087,"Newly Renovated hard wood floor -NE PHILA","$800 ",2,NA,"/apa/5541757212.html",5541757212,"Philadelphia"
"813","Northeast Philadelphia",7,"(Northeast)",4703454175,"Rock N Roll! in a 1 Bedroom Renovated Apt. In Prime Area Call Now","$695 ",1,1450,"/apa/5540847373.html",5540847373,"Philadelphia"
"814","Northeast Philadelphia",7,"(Northeast)",NA,"Bells Corner 3 bedroom 2.5 bath house","$1,500 ",3,1000,"/apa/5513856272.html",5513856272,"Philadelphia"
"815","Northeast Philadelphia",7,"(Northeast)",4345834557,"Regain your ""Smile"" in our Stunning 1 BR Villa call now","$695 ",1,1200,"/apa/5541136807.html",5541136807,"Philadelphia"
"816","Northeast Philadelphia",7," (1837 Harrison, Philadelphia, PA)",NA,"Spring Special! Move-In Immediately , Spacious 2br, Safe Area!!!!","$700 ",2,NA,"/apa/5520046610.html",5520046610,"Philadelphia"
"817","Northeast Philadelphia",7,"(Jackson)",NA,"2.5 Bathrooms - 3 Bedrooms Rear yard","$525 ",3,1720,"/apa/5509416405.html",5509416405,"Philadelphia"
"818","Northeast Philadelphia",7,"(Jackson)",NA,"3 Bathrooms - 4 Bedrooms this building has fire alarm, separated","$589 ",4,2100,"/apa/5521124525.html",5521124525,"Philadelphia"
"819","Northeast Philadelphia",7,"(Northeast)",4771960019,"STUDIO YOU'VE NEVER SEEN BEFORE ! COME AND SEE ! CALL NOW","$650 ",1,800,"/apa/5515305446.html",5515305446,"Philadelphia"
"820","Northern Liberties",5,"(Northern Liberties)",NA,"Luxury Townhouse in the Heart of Northern Lib!!!","$2,800 ",3,2500,"/apa/5512355605.html",5512355605,"Philadelphia"
"821","Northern Liberties",5,"(Northern Liberties)",5413339543,"3BED/3BATH home at a great price!","$1,600 ",3,NA,"/apa/5541651533.html",5541651533,"Philadelphia"
"822","Northern Liberties",5,"(Northern Liberties)",NA,"Upgrade to a Luxury Townhouse Today!! 1100 N Hope St","$2,500 ",3,1800,"/apa/5512389243.html",5512389243,"Philadelphia"
"823","Northern Liberties",5,"(Northern Liberties)",NA,"Upgrade to a Luxury Townhouse Today!! 1100 N Hope St","$2,500 ",3,1800,"/apa/5507783831.html",5507783831,"Philadelphia"
"824","Northern Liberties",5,"(Northern Liberties)",NA,"Top of the Line Appliances and 1 Car Parking! 1100 Hope St","$2,500 ",3,1800,"/apa/5524335567.html",5524335567,"Philadelphia"
"825","Northern Liberties",5,"(Northern Liberties)",NA,"Private House/apartment! Great Value!","$650 ",1,NA,"/apa/5540772864.html",5540772864,"Philadelphia"
"826","Northern Liberties",5,"(Northern Liberties)",NA,"Gourmet Kitchen Perfect for Entertaining! 919 N 5th St # 3","$2,700 ",3,2200,"/apa/5524315827.html",5524315827,"Philadelphia"
"827","Northern Liberties",5,"(Northern Liberties)",5343900086,"FREE MONTH! Live Like a Royal! Amazing Amenities!","$2,750 ",2,1318,"/apa/5541645666.html",5541645666,"Philadelphia"
"828","Northern Liberties",5,"(Northern Liberties)",NA,"Finished Basement and Off Street Parking! Northern Lib","$2,800 ",3,2300,"/apa/5538611848.html",5538611848,"Philadelphia"
"829","Northern Liberties",5,"(Northern Liberties)",5447790664,"Avail NOW! Fantastic NoLibs Home at 333 Green! Roof Deck! Parking!","$3,900 ",4,NA,"/apa/5535072890.html",5535072890,"Philadelphia"
"830","Northern Liberties",5,"(Northern Liberties)",NA,"Gourmet Kitchen Perfect for Entertaining! 919 N 5th St # 22","$2,800 ",3,2500,"/apa/5535351918.html",5535351918,"Philadelphia"
"831","Northern Liberties",5,"(Northern Liberties)",NA,"3BR/3.5 BA with Off Street Parking - Northern Lib!!!","$2,700 ",3,2200,"/apa/5512009854.html",5512009854,"Philadelphia"
"832","Northern Liberties",5,"(Northern Liberties)",NA,"Spacious Living Area, 3BR/3BA Townhouuse - 412 N Front # 16","$2,800 ",3,2300,"/apa/5537790056.html",5537790056,"Philadelphia"
"833","Northern Liberties",5,"(Northern Liberties)",NA,"Cobblestone Streets, Gourmet Kitchen - Must See! 919 N 5th # 3","$2,700 ",3,2200,"/apa/5516595503.html",5516595503,"Philadelphia"
"834","Northern Liberties",5,"(Northern Liberties)",5435010561,"Large 1 Bed Trinity House FOR RENT!","$1,550 ",1,800,"/apa/5501485953.html",5501485953,"Philadelphia"
"835","Northern Liberties",5,"(Northern Liberties)",NA,"Relax in This Luxury 3BR/3.5BA Townhouse! 919 N 5th St # 22","$2,800 ",3,2500,"/apa/5523036320.html",5523036320,"Philadelphia"
"836","Northern Liberties",5,"(Northern Liberties)",NA,"Off Street Parking and Sun Deck!! 412 N Front # 16","$2,800 ",3,2300,"/apa/5537511116.html",5537511116,"Philadelphia"
"837","Northern Liberties",5,"(Northern Liberties)",NA,"4 BR For Immediate Occupancy","$2,195 ",4,1900,"/apa/5505535861.html",5505535861,"Philadelphia"
"838","Northern Liberties",5,"(Northern Liberties)",NA,"3 BR W/Den Available for Immediate Occupancy","$2,195 ",3,1900,"/apa/5505520532.html",5505520532,"Philadelphia"
"839","Northern Liberties",5,"(Northern Liberties)",NA,"Luxury Townhouse in the Heart of Northern Lib!!! 1100 Hope St","$2,500 ",3,1800,"/apa/5523027654.html",5523027654,"Philadelphia"
"840","Northern Liberties",5,"(Northern Liberties)",NA,"Gourmet Kitchen Perfect for Entertaining! 919 N 5th St # 22","$2,800 ",3,2500,"/apa/5508220215.html",5508220215,"Philadelphia"
"841","Northern Liberties",5,"(Northern Liberties)",NA,"Outdoor Space and Off street Parking! 919 N 5th # 22","$2,800 ",3,2500,"/apa/5524297081.html",5524297081,"Philadelphia"
"842","Northern Liberties",5,"(Northern Liberties)",NA,"Upgrade to a Luxury Townhouse Today!! 1100 N Hope St","$2,500 ",3,1800,"/apa/5518081120.html",5518081120,"Philadelphia"
"843","Northern Liberties",5,"(Northern Liberties)",NA,"Relax in This Luxury 3BR/3.5BA Townhouse! 919 N 5th St # 3","$2,700 ",3,2200,"/apa/5518874951.html",5518874951,"Philadelphia"
"844","Northern Liberties",5,"(Northern Liberties)",NA,"Walk In Closet and Granite Counter tops! 412 N Front St # 16","$2,800 ",3,2300,"/apa/5537499166.html",5537499166,"Philadelphia"
"845","Northern Liberties",5,"(Northern Liberties)",NA,"Finished Basement and Off Street Parking! Northern Lib","$2,800 ",3,2300,"/apa/5537784213.html",5537784213,"Philadelphia"
"846","Northern Liberties",5,"(Northern Liberties)",NA,"Outdoor Space and Off street Parking! 1100 Hope St","$2,500 ",3,1800,"/apa/5535368022.html",5535368022,"Philadelphia"
"847","Northern Liberties",5,"(Northern Liberties)",NA,"Prime Community! No Credit check Required!","$1,250 ",4,NA,"/apa/5540763301.html",5540763301,"Philadelphia"
"848","Northern Liberties",5,"(Northern Liberties)",NA,"Huge 3 story home! Prime Community!","$1,300 ",4,NA,"/apa/5540772883.html",5540772883,"Philadelphia"
"849","Northern Liberties",5,"(Northern Liberties)",NA,"3 BR/2.5 BA Luxury Townhouse - Northern Lib!","$2,700 ",3,2200,"/apa/5535354956.html",5535354956,"Philadelphia"
"850","Northern Liberties",5,"(Northern Liberties)",NA,"3 BR/3.5 BA Luxury Townhouse - Northern Lib!","$2,800 ",3,2500,"/apa/5523451908.html",5523451908,"Philadelphia"
"851","Northern Liberties",5,"(Northern Liberties)",NA,"Private house/apartment! Below Market Value!","$640 ",1,NA,"/apa/5540763283.html",5540763283,"Philadelphia"
"852","Northern Liberties",5,"(Northern Liberties)",NA,"Breathtaking Views of the Philadelphia sky line- 7 Bank St","$3,500 ",3,2700,"/apa/5518883024.html",5518883024,"Philadelphia"
"853","Northern Liberties",5,"(Northern Liberties)",NA,"$1950 /mo 2BR 2BA with Amazing Views!","$1,950 ",2,1100,"/apa/5541378254.html",5541378254,"Philadelphia"
"854","Northern Liberties",5,"(Northern Liberties)",NA,"Large 3 room apt for rent.","$1,400 ",2,1000,"/apa/5519974187.html",5519974187,"Philadelphia"
"855","Northwest Philadelphia",1,"(Seven Valleys)",NA,"Spacious 5Bed/3Bath House 2 Car Garage Private Fenced Yard near Philad","$1,171 ",3,1377,"/apa/5500717310.html",5500717310,"Philadelphia"
"856","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"Heart Of Mt. Airy -- Pastorius Court -- Outdoor Lifestyle!","$1,195 ",1,690,"/apa/5540891750.html",5540891750,"Philadelphia"
"857","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"Pastorius Court -1 BR - Historical Charm In A Trendy City","$1,195 ",1,690,"/apa/5540892727.html",5540892727,"Philadelphia"
"858","Northwest Philadelphia",1,"(Mt Airy)",1487756678,"Gorgeous Sunny Condo for Rent or Sale","$1,400 ",3,1450,"/apa/5537917579.html",5537917579,"Philadelphia"
"859","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"Huge 2 BD - TRENDY UNIQUE LIVING - 1 Month Rent Free","$1,545 ",2,1070,"/apa/5541698303.html",5541698303,"Philadelphia"
"860","Northwest Philadelphia",1,"(Chestnut Hill Tower)",NA,"FLEXIBLE LEASE TERMS TO FIT YOUR LIFESTYLE","$1,317 ",1,875,"/apa/5540938881.html",5540938881,"Philadelphia"
"861","Northwest Philadelphia",1,"(East Falls - Germantown)",NA,"Exciting , New, Beautiful, Renovated , Apartments","$2,095 ",2,1400,"/apa/5540900614.html",5540900614,"Philadelphia"
"862","Northwest Philadelphia",1,"(6600 Lincoln Drive)",NA,"NEW LISTING! TRENDY - CHARMING - 1 BD | 1 Month Rent Free","$1,195 ",1,690,"/apa/5541092322.html",5541092322,"Philadelphia"
"863","Northwest Philadelphia",1,"(CHESTNUT HILL TOWER)",NA,"MODERN APARTMENT-CITY VIEW AVAILABLE NOW","$1,668 ",2,1300,"/apa/5540973050.html",5540973050,"Philadelphia"
"864","Northwest Philadelphia",1,"(2xx E. Garrett St.)",4983321348,"3 Bed Room House With Washer/Dryer","$850 ",3,NA,"/apa/5540909835.html",5540909835,"Philadelphia"
"865","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"CITY LIFE + SUBURBAN LIFE = EVERYTHING PHILLY HAS TO OFFER","$1,195 ",1,690,"/apa/5540890862.html",5540890862,"Philadelphia"
"866","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"Pastorius Court -1 BR - Historical Charm In A Trendy City","$1,195 ",1,690,"/apa/5541698886.html",5541698886,"Philadelphia"
"867","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"CITY LIFE + SUBURBAN LIFE = EVERYTHING PHILLY HAS TO OFFER","$1,195 ",1,690,"/apa/5541694559.html",5541694559,"Philadelphia"
"868","Northwest Philadelphia",1,"(6600 Lincoln Drive)",4906187868,"Huge 2 BD - TRENDY UNIQUE LIVING - 1 Month Rent Free","$1,545 ",2,1070,"/apa/5540891295.html",5540891295,"Philadelphia"
